ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
0,/SW_NukeTown/Assets/Decorations/Banner/ImpBanner_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpBanner_Mat,1291,None
0,/SW_NukeTown/Assets/Decorations/Banner/ImpFlag,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpFlag_Mat->/SW_NukeTown/Assets/Decorations/Banner/ImpFlag,923,None
0,/SW_NukeTown/Assets/Decorations/Banner/ImpFlag_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpFlag_Mat,1283,None
0,/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1_Mat->/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1,937,None
0,/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1_Mat,1311,None
0,/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire_Mat->/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire,963,None
0,/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire_Mat,1363,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin_Mat->/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin,931,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin_Mat,1299,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelFlag,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelFlag_Mat->/SW_NukeTown/Assets/Decorations/Banner/RebelFlag,927,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelFlag_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelFlag_Mat,1291,None
0,/SW_NukeTown/Assets/Decorations/Banner/TheEmpireNeedsYou,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Banner/TheEmpireNeedsYou,943,None
0,/SW_NukeTown/Assets/Decorations/Barrel,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Barrel,10970,None
0,/SW_NukeTown/Assets/Decorations/Chair,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Chair,10176,None
0,/SW_NukeTown/Assets/Decorations/ChairPillow,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ChairPillow,10356,None
0,/SW_NukeTown/Assets/Decorations/cloth,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/cloth,1321,None
0,/SW_NukeTown/Assets/Decorations/cloth_ncl1_1,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/cloth->/SW_NukeTown/Assets/Decorations/cloth_ncl1_1,922,None
0,/SW_NukeTown/Assets/Decorations/Computer,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Computer_Mat->/SW_NukeTown/Assets/Decorations/Computer,851,None
0,/SW_NukeTown/Assets/Decorations/Computer_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Computer_Mat,1701,None
0,/SW_NukeTown/Assets/Decorations/ComputerTerminal,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal,10386,None
0,/SW_NukeTown/Assets/Decorations/Control_Computer,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Control_Computer,7984,None
0,/SW_NukeTown/Assets/Decorations/Couch,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Couch,11996,None
0,/SW_NukeTown/Assets/Decorations/Crate,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Crate,10368,None
0,/SW_NukeTown/Assets/Decorations/dark_wood__table_,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Couch->/SW_NukeTown/Assets/Decorations/dark_wood__table_,1357,None
0,/SW_NukeTown/Assets/Decorations/DoorPanel,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/DoorPanel,9332,None
0,/SW_NukeTown/Assets/Decorations/doorpanel1,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/DoorPanel->/SW_NukeTown/Assets/Decorations/doorpanel1,1751,None
0,/SW_NukeTown/Assets/Decorations/DoorPanel_Material__97_Emissive_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/DoorPanel->/SW_NukeTown/Assets/Decorations/doorpanel1->/SW_NukeTown/Assets/Decorations/DoorPanel_Material__97_Emissive_tga,905,None
0,/SW_NukeTown/Assets/Decorations/fdfc60c6b4c64614992a2fa73cbbc7ea_fbx,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/fdfc60c6b4c64614992a2fa73cbbc7ea_fbx,11635,None
0,/SW_NukeTown/Assets/Decorations/Hologram-lights_Alpha,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat->/SW_NukeTown/Assets/Decorations/Hologram-lights_Alpha,877,None
0,/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive,885,None
0,/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat,2149,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Alpha,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Hologram-object_Alpha,877,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color,887,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat,2220,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Emissive,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat->/SW_NukeTown/Assets/Decorations/Hologram-object_Emissive,883,None
0,/SW_NukeTown/Assets/Decorations/HoloProjector,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/HoloProjector_Mat->/SW_NukeTown/Assets/Decorations/HoloProjector,861,None
0,/SW_NukeTown/Assets/Decorations/HoloProjector_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/HoloProjector_Mat,1721,None
0,/SW_NukeTown/Assets/Decorations/Holotable,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Holotable,10341,None
0,/SW_NukeTown/Assets/Decorations/leather,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/leather,1327,None
0,/SW_NukeTown/Assets/Decorations/M_Blue_Light,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Blue_Light,2113,None
0,/SW_NukeTown/Assets/Decorations/M_monitor,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_monitor,1738,None
0,/SW_NukeTown/Assets/Decorations/M_Panel_scientific,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Panel_scientific,1747,None
0,/SW_NukeTown/Assets/Decorations/M_Red_Light,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Red_Light,2111,None
0,/SW_NukeTown/Assets/Decorations/Material,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Holotable->/SW_NukeTown/Assets/Decorations/Material,2030,None
0,/SW_NukeTown/Assets/Decorations/MedicalTerminal,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal->/SW_NukeTown/Assets/Decorations/MedicalTerminal,2206,None
0,/SW_NukeTown/Assets/Decorations/Metal-part_Base_Color,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Metal-part_Base_Color_Mat->/SW_NukeTown/Assets/Decorations/Metal-part_Base_Color,877,None
0,/SW_NukeTown/Assets/Decorations/Metal-part_Base_Color_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Metal-part_Base_Color_Mat,1325,None
0,/SW_NukeTown/Assets/Decorations/metal,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/metal,1389,None
0,/SW_NukeTown/Assets/Decorations/metal_chain,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Barrel->/SW_NukeTown/Assets/Decorations/metal_chain,1391,None
0,/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Barrel->/SW_NukeTown/Assets/Decorations/metal_chain->/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb,980,None
0,/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb_ncl1_1,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/metal->/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb_ncl1_1,990,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor_Mat->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor,904,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor_Mat,1379,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor_Mat->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor,906,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor_Mat,1811,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor_Mat->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor,912,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor_Mat,1395,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrestfIXED,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrestfIXED,10914429,None
0,/SW_NukeTown/Assets/Decorations/red_leather,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/leather->/SW_NukeTown/Assets/Decorations/red_leather,924,None
0,/SW_NukeTown/Assets/Decorations/Satellite_B_Albedo_TGA,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Antenna->/SW_NukeTown/Assets/Decorations/Sattelite_B->/SW_NukeTown/Assets/Decorations/Satellite_B_Albedo_TGA,879,None
0,/SW_NukeTown/Assets/Decorations/Sattelite_B,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Antenna->/SW_NukeTown/Assets/Decorations/Sattelite_B,1727,None
0,/SW_NukeTown/Assets/Decorations/ScientificComputer,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer,11990,None
0,/SW_NukeTown/Assets/Decorations/T_Graph_scientic_03_C_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Panel_scientific->/SW_NukeTown/Assets/Decorations/T_Graph_scientic_03_C_tga,885,None
0,/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_C_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal->/SW_NukeTown/Assets/Decorations/MedicalTerminal->/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_C_tga,891,None
0,/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_emi_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal->/SW_NukeTown/Assets/Decorations/MedicalTerminal->/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_emi_tga,895,None
0,/SW_NukeTown/Assets/Decorations/wood-texture-079,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Couch->/SW_NukeTown/Assets/Decorations/dark_wood__table_->/SW_NukeTown/Assets/Decorations/wood-texture-079,934,None
0,/SW_NukeTown/Assets/Decorations/Yacht/BlueEngineGlow,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Yacht/Personal_Luxury_Yacht_3000->/SW_NukeTown/Assets/Decorations/Yacht/BlueEngineGlow,2169,None
0,/SW_NukeTown/Assets/Decorations/Yacht/Glass1,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/Glass1,2107,None
0,/SW_NukeTown/Assets/Decorations/Yacht/Personal_Luxury_Yacht_3000,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Yacht/Personal_Luxury_Yacht_3000,2663908,None
0,/SW_NukeTown/Assets/Decorations/Yacht/ReflectiveGlass,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/ReflectiveGlass,2125,None
0,/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetal,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetal,2657,None
0,/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetalDark,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetalDark,2131,None
0,/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines,1454140,None
0,/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines2,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines2,12144,None
0,/SW_NukeTown/Assets/Decorations/Yacht/YachtScratchedMEtal,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetal->/SW_NukeTown/Assets/Decorations/Yacht/YachtScratchedMEtal,879,None
0,/SW_NukeTown/Assets/gfp,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/gfp,829,None
0,/SW_NukeTown/Assets/ImpBuilding/blastdoor,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/blastdoor,1384,None
0,/SW_NukeTown/Assets/ImpBuilding/blastdoor_001,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/ImpHouseBackStairs->/SW_NukeTown/Assets/ImpBuilding/blastdoor_001,1349,None
0,/SW_NukeTown/Assets/ImpBuilding/blastDoorTexture,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/blastdoor->/SW_NukeTown/Assets/ImpBuilding/blastDoorTexture,934,None
0,/SW_NukeTown/Assets/ImpBuilding/Decorations/BactaTank,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/Decorations/BactaTank,15689,None
