ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
0,/SW_NukeTown/Assets/Decorations/Banner/EmpireWantsYou_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/EmpireWantsYou_Mat,43238,None
0,/SW_NukeTown/Assets/Decorations/Banner/ImpBanner,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpBanner_Mat->/SW_NukeTown/Assets/Decorations/Banner/ImpBanner,3854735,None
0,/SW_NukeTown/Assets/Decorations/Banner/ImpBanner_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpBanner_Mat,43218,None
0,/SW_NukeTown/Assets/Decorations/Banner/ImpFlag,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpFlag_Mat->/SW_NukeTown/Assets/Decorations/Banner/ImpFlag,577035,None
0,/SW_NukeTown/Assets/Decorations/Banner/ImpFlag_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/ImpFlag_Mat,43210,None
0,/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1_Mat->/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1,5008649,None
0,/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/JointheEmpire1_Mat,43238,None
0,/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire_Mat->/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire,2536075,None
0,/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/pro-rebel-resist-the-empire_Mat,43290,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin_Mat->/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin,1543843,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelAdJoin_Mat,43226,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelFlag,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelFlag_Mat->/SW_NukeTown/Assets/Decorations/Banner/RebelFlag,7057039,None
0,/SW_NukeTown/Assets/Decorations/Banner/RebelFlag_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Banner/RebelFlag_Mat,43218,None
0,/SW_NukeTown/Assets/Decorations/Banner/TheEmpireNeedsYou,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Banner/TheEmpireNeedsYou,2225855,None
0,/SW_NukeTown/Assets/Decorations/Barrel,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Barrel,90553,None
0,/SW_NukeTown/Assets/Decorations/Chair,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Chair,24999,None
0,/SW_NukeTown/Assets/Decorations/ChairPillow,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ChairPillow,694587,None
0,/SW_NukeTown/Assets/Decorations/cloth,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/cloth,91761,None
0,/SW_NukeTown/Assets/Decorations/cloth_ncl1_1,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/cloth->/SW_NukeTown/Assets/Decorations/cloth_ncl1_1,292634,None
0,/SW_NukeTown/Assets/Decorations/Computer,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Computer_Mat->/SW_NukeTown/Assets/Decorations/Computer,350891,None
0,/SW_NukeTown/Assets/Decorations/Computer_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Computer_Mat,92141,None
0,/SW_NukeTown/Assets/Decorations/ComputerTerminal,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal,37905,None
0,/SW_NukeTown/Assets/Decorations/Control_Computer,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Control_Computer,56155,None
0,/SW_NukeTown/Assets/Decorations/Couch,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Couch,55903,None
0,/SW_NukeTown/Assets/Decorations/Crate,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Crate,17583,None
0,/SW_NukeTown/Assets/Decorations/dark_wood__table_,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Couch->/SW_NukeTown/Assets/Decorations/dark_wood__table_,91797,None
0,/SW_NukeTown/Assets/Decorations/DoorPanel,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/DoorPanel,50967,None
0,/SW_NukeTown/Assets/Decorations/doorpanel1,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/DoorPanel->/SW_NukeTown/Assets/Decorations/doorpanel1,92191,None
0,/SW_NukeTown/Assets/Decorations/DoorPanel_Material__97_Emissive_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/DoorPanel->/SW_NukeTown/Assets/Decorations/doorpanel1->/SW_NukeTown/Assets/Decorations/DoorPanel_Material__97_Emissive_tga,350945,None
0,/SW_NukeTown/Assets/Decorations/fdfc60c6b4c64614992a2fa73cbbc7ea_fbx,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/fdfc60c6b4c64614992a2fa73cbbc7ea_fbx,4444366,None
0,/SW_NukeTown/Assets/Decorations/Hologram-lights_Alpha,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat->/SW_NukeTown/Assets/Decorations/Hologram-lights_Alpha,350917,None
0,/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive,350925,None
0,/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-lights_Emmissive_Mat,65368,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Alpha,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Hologram-object_Alpha,350917,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color,350927,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat,94077,None
0,/SW_NukeTown/Assets/Decorations/Hologram-object_Emissive,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Hologram-object_Base_Color_Mat->/SW_NukeTown/Assets/Decorations/Hologram-object_Emissive,350923,None
0,/SW_NukeTown/Assets/Decorations/HoloProjector,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/HoloProjector_Mat->/SW_NukeTown/Assets/Decorations/HoloProjector,350901,None
0,/SW_NukeTown/Assets/Decorations/HoloProjector_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/HoloProjector_Mat,92161,None
0,/SW_NukeTown/Assets/Decorations/Holotable,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Holotable,140108,None
0,/SW_NukeTown/Assets/Decorations/leather,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/leather,91767,None
0,/SW_NukeTown/Assets/Decorations/M_Blue_Light,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Blue_Light,91113,None
0,/SW_NukeTown/Assets/Decorations/M_monitor,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_monitor,95946,None
0,/SW_NukeTown/Assets/Decorations/M_Panel_scientific,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Panel_scientific,92187,None
0,/SW_NukeTown/Assets/Decorations/M_Red_Light,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Red_Light,91111,None
0,/SW_NukeTown/Assets/Decorations/Material,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Holotable->/SW_NukeTown/Assets/Decorations/Material,43183,None
0,/SW_NukeTown/Assets/Decorations/MedicalTerminal,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal->/SW_NukeTown/Assets/Decorations/MedicalTerminal,94063,None
0,/SW_NukeTown/Assets/Decorations/Metal-part_Base_Color,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Metal-part_Base_Color_Mat->/SW_NukeTown/Assets/Decorations/Metal-part_Base_Color,1399529,None
0,/SW_NukeTown/Assets/Decorations/Metal-part_Base_Color_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Metal-part_Base_Color_Mat,43252,None
0,/SW_NukeTown/Assets/Decorations/metal,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/metal,91829,None
0,/SW_NukeTown/Assets/Decorations/metal_chain,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Barrel->/SW_NukeTown/Assets/Decorations/metal_chain,91831,None
0,/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Barrel->/SW_NukeTown/Assets/Decorations/metal_chain->/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb,5071092,None
0,/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb_ncl1_1,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/metal->/SW_NukeTown/Assets/Decorations/metal_texture_7_by_wojtar_stock_d1au5qb_ncl1_1,5071102,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor_Mat->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor,5593896,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Engines_BaseColor_Mat,43306,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor_Mat->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor,5593898,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_Exterior_BaseColor_Mat,92251,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor_Mat->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor,5593904,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor_Mat,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrest1_LandingGear_BaseColor_Mat,43322,None
0,/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrestfIXED,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/RazorCrest/RazorCrestfIXED,18961292,None
0,/SW_NukeTown/Assets/Decorations/red_leather,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/leather->/SW_NukeTown/Assets/Decorations/red_leather,308236,None
0,/SW_NukeTown/Assets/Decorations/Satellite_B_Albedo_TGA,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Antenna->/SW_NukeTown/Assets/Decorations/Sattelite_B->/SW_NukeTown/Assets/Decorations/Satellite_B_Albedo_TGA,350919,None
0,/SW_NukeTown/Assets/Decorations/Sattelite_B,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Antenna->/SW_NukeTown/Assets/Decorations/Sattelite_B,92167,None
0,/SW_NukeTown/Assets/Decorations/ScientificComputer,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer,1215265,None
0,/SW_NukeTown/Assets/Decorations/T_Graph_scientic_03_C_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ScientificComputer->/SW_NukeTown/Assets/Decorations/M_Panel_scientific->/SW_NukeTown/Assets/Decorations/T_Graph_scientic_03_C_tga,1399537,None
0,/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_C_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal->/SW_NukeTown/Assets/Decorations/MedicalTerminal->/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_C_tga,350931,None
0,/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_emi_tga,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/ComputerTerminal->/SW_NukeTown/Assets/Decorations/MedicalTerminal->/SW_NukeTown/Assets/Decorations/T_MedBayPanelMedium_01_emi_tga,350935,None
0,/SW_NukeTown/Assets/Decorations/wood-texture-079,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Couch->/SW_NukeTown/Assets/Decorations/dark_wood__table_->/SW_NukeTown/Assets/Decorations/wood-texture-079,3559206,None
0,/SW_NukeTown/Assets/Decorations/Yacht/BlueEngineGlow,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Yacht/Personal_Luxury_Yacht_3000->/SW_NukeTown/Assets/Decorations/Yacht/BlueEngineGlow,40236,None
0,/SW_NukeTown/Assets/Decorations/Yacht/Glass1,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/Glass1,91107,None
0,/SW_NukeTown/Assets/Decorations/Yacht/Personal_Luxury_Yacht_3000,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Yacht/Personal_Luxury_Yacht_3000,4041211,None
0,/SW_NukeTown/Assets/Decorations/Yacht/ReflectiveGlass,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/ReflectiveGlass,91125,None
0,/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetal,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetal,44584,None
0,/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetalDark,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetalDark,91131,None
0,/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines,2261243,None
0,/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines2,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines2,811275,None
0,/SW_NukeTown/Assets/Decorations/Yacht/YachtScratchedMEtal,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/Decorations/Yacht/yacht_no_engines->/SW_NukeTown/Assets/Decorations/Yacht/ScratchedMetal->/SW_NukeTown/Assets/Decorations/Yacht/YachtScratchedMEtal,88739,None
0,/SW_NukeTown/Assets/gfp,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/Assets/gfp,350869,None
0,/SW_NukeTown/Assets/ImpBuilding/blastdoor,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/blastdoor,95592,None
0,/SW_NukeTown/Assets/ImpBuilding/blastdoor_001,Material,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/ImpHouseBackStairs->/SW_NukeTown/Assets/ImpBuilding/blastdoor_001,91789,None
0,/SW_NukeTown/Assets/ImpBuilding/blastDoorTexture,Texture2D,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/blastdoor->/SW_NukeTown/Assets/ImpBuilding/blastDoorTexture,5071046,None
0,/SW_NukeTown/Assets/ImpBuilding/Decorations/BactaTank,StaticMesh,Soft From Unassigned Package? Best Guess: /SW_NukeTown/SW_NukeTown_MapModData->/SW_NukeTown/Maps/SW_Nuketown->/SW_NukeTown/Assets/ImpBuilding/Decorations/BactaTank,4215224,None
